"household_id","chw_id","region","visit_date","family_size","has_itn","referral_code","issue_date","redemption_date","redemption_facility","referral_status","redemption_status"
"HH1569","CHW002","Uthiru",2023-06-21,6,FALSE,NA,NA,NA,NA,"No","No"
"HH1570","CHW005","Lang'ata",2023-09-07,8,FALSE,"REF1016",2023-09-07,2023-09-30,"FAC011","Yes","Yes"
"HH1571","CHW009","Ruaraka",2023-11-02,5,FALSE,"REF1017",2023-11-02,NA,NA,"Yes","No"
"HH1572","CHW001","Lang'ata",2023-07-30,3,FALSE,"REF1018",2023-07-30,2023-08-18,"FAC014","Yes","Yes"
"HH1573","CHW006","Embakasi",2023-02-15,7,TRUE,NA,NA,NA,NA,"No","No"
"HH1574","CHW002","Uthiru",2023-11-17,8,FALSE,NA,NA,NA,NA,"No","No"
"HH1575","CHW009","Kasarani",2023-05-16,6,FALSE,NA,NA,NA,NA,"No","No"
"HH1576","CHW007","Ruaraka",2023-05-22,1,FALSE,"REF1019",2023-05-22,NA,NA,"Yes","No"
"HH1577","CHW010","Juja",2023-08-10,6,FALSE,"REF1020",2023-08-10,NA,NA,"Yes","No"
"HH1578","CHW008","Dagoretti",2023-08-27,5,FALSE,"REF1021",2023-08-27,NA,NA,"Yes","No"
"HH1579","CHW005","Dagoretti",2023-05-28,5,TRUE,NA,NA,NA,NA,"No","No"
"HH1580","CHW001","Kasarani",2023-01-21,2,FALSE,"REF1022",2023-01-21,2023-02-04,"FAC012","Yes","Yes"
"HH1581","CHW001","Lang'ata",2023-05-09,5,TRUE,NA,NA,NA,NA,"No","No"
"HH1582","CHW009","Ruaraka",2023-10-15,2,TRUE,NA,NA,NA,NA,"No","No"
"HH1583","CHW005","Uthiru",2023-04-11,2,FALSE,"REF1023",2023-04-11,2023-05-11,"FAC012","Yes","Yes"
"HH1584","CHW004","Juja",2023-08-05,2,FALSE,NA,NA,NA,NA,"No","No"
"HH1585","CHW005","Lang'ata",2023-06-09,7,TRUE,NA,NA,NA,NA,"No","No"
"HH1586","CHW006","Kawangware",2023-03-13,4,FALSE,"REF1024",2023-03-13,NA,NA,"Yes","No"
"HH1587","CHW004","Juja",2023-06-06,8,TRUE,NA,NA,NA,NA,"No","No"
"HH1588","CHW009","Kasarani",2023-07-12,7,FALSE,"REF1025",2023-07-12,NA,NA,"Yes","No"
"HH1589","CHW006","Kawangware",2023-12-17,8,FALSE,"REF1026",2023-12-17,NA,NA,"Yes","No"
"HH1590","CHW007","Ruaraka",2023-01-15,1,FALSE,NA,NA,NA,NA,"No","No"
"HH1591","CHW007","Ruaraka",2023-03-13,5,FALSE,"REF1027",2023-03-13,NA,NA,"Yes","No"
"HH1592","CHW006","Embakasi",2023-11-14,5,FALSE,"REF1028",2023-11-14,NA,NA,"Yes","No"
"HH1593","CHW003","Limuru",2023-12-10,8,TRUE,NA,NA,NA,NA,"No","No"
"HH1594","CHW001","Lang'ata",2023-01-29,2,FALSE,"REF1029",2023-01-29,2023-02-08,"FAC019","Yes","Yes"
"HH1595","CHW008","Dagoretti",2023-02-01,1,TRUE,NA,NA,NA,NA,"No","No"
"HH1596","CHW004","Juja",2023-10-15,8,FALSE,"REF1030",2023-10-15,NA,NA,"Yes","No"
"HH1597","CHW003","Limuru",2023-11-18,1,FALSE,NA,NA,NA,NA,"No","No"
"HH1598","CHW010","Dagoretti",2023-04-13,1,TRUE,NA,NA,NA,NA,"No","No"
"HH1599","CHW003","Limuru",2023-09-24,4,TRUE,NA,NA,NA,NA,"No","No"
"HH1600","CHW002","Uthiru",2023-01-13,8,FALSE,"REF1031",2023-01-13,NA,NA,"Yes","No"
"HH1601","CHW005","Dagoretti",2023-09-05,4,FALSE,NA,NA,NA,NA,"No","No"
"HH1602","CHW009","Dagoretti",2023-11-10,2,FALSE,"REF1032",2023-11-10,NA,NA,"Yes","No"
"HH1603","CHW003","Limuru",2023-12-03,4,FALSE,"REF1033",2023-12-03,2023-12-25,"FAC004","Yes","Yes"
"HH1604","CHW010","Limuru",2023-07-08,7,FALSE,"REF1034",2023-07-08,NA,NA,"Yes","No"
"HH1605","CHW008","Dagoretti",2023-08-06,5,TRUE,NA,NA,NA,NA,"No","No"
"HH1606","CHW008","Dagoretti",2023-10-16,5,FALSE,"REF1035",2023-10-16,NA,NA,"Yes","No"
"HH1607","CHW010","Limuru",2023-01-22,6,FALSE,NA,NA,NA,NA,"No","No"
"HH1608","CHW008","Dagoretti",2023-05-22,3,TRUE,NA,NA,NA,NA,"No","No"
"HH1609","CHW006","Kawangware",2023-09-15,7,FALSE,"REF1036",2023-09-15,2023-09-20,"FAC012","Yes","Yes"
"HH1610","CHW010","Limuru",2023-08-24,3,FALSE,"REF1037",2023-08-24,NA,NA,"Yes","No"
"HH1611","CHW005","Dagoretti",2023-02-04,8,FALSE,"REF1038",2023-02-04,NA,NA,"Yes","No"
"HH1612","CHW003","Limuru",2023-03-08,6,FALSE,"REF1039",2023-03-08,NA,NA,"Yes","No"
"HH1613","CHW002","Ruaraka",2023-01-16,3,FALSE,"REF1040",2023-01-16,NA,NA,"Yes","No"
"HH1614","CHW008","Dagoretti",2023-06-15,4,FALSE,"REF1041",2023-06-15,NA,NA,"Yes","No"
"HH1615","CHW007","Ruaraka",2023-02-02,5,TRUE,NA,NA,NA,NA,"No","No"
"HH1616","CHW002","Ruaraka",2023-02-07,6,FALSE,"REF1042",2023-02-07,NA,NA,"Yes","No"
"HH1617","CHW003","Limuru",2023-02-25,7,FALSE,"REF1043",2023-02-25,NA,NA,"Yes","No"
"HH1618","CHW009","Kasarani",2023-04-11,8,FALSE,"REF1044",2023-04-11,2023-05-05,"FAC006","Yes","Yes"
"HH1619","CHW007","Ruaraka",2023-02-14,2,FALSE,"REF1045",2023-02-14,NA,NA,"Yes","No"
"HH1620","CHW001","Kasarani",2023-07-28,2,FALSE,"REF1046",2023-07-28,NA,NA,"Yes","No"
"HH1621","CHW009","Dagoretti",2023-04-08,8,FALSE,"REF1047",2023-04-08,2023-05-07,"FAC018","Yes","Yes"
"HH1622","CHW003","Limuru",2023-08-13,7,FALSE,NA,NA,NA,NA,"No","No"
"HH1623","CHW010","Juja",2023-03-07,5,FALSE,"REF1048",2023-03-07,NA,NA,"Yes","No"
"HH1624","CHW001","Limuru",2023-10-04,4,FALSE,NA,NA,NA,NA,"No","No"
"HH1625","CHW005","Dagoretti",2023-07-19,2,FALSE,NA,NA,NA,NA,"No","No"
"HH1626","CHW003","Limuru",2023-02-08,4,FALSE,NA,NA,NA,NA,"No","No"
"HH1627","CHW010","Dagoretti",2023-06-09,1,FALSE,"REF1049",2023-06-09,NA,NA,"Yes","No"
"HH1628","CHW010","Limuru",2023-05-15,1,FALSE,"REF1050",2023-05-15,2023-05-26,"FAC002","Yes","Yes"
"HH1629","CHW003","Limuru",2023-10-08,6,FALSE,NA,NA,NA,NA,"No","No"
"HH1630","CHW001","Lang'ata",2023-09-10,1,TRUE,NA,NA,NA,NA,"No","No"
"HH1631","CHW006","Embakasi",2023-08-02,2,FALSE,NA,NA,NA,NA,"No","No"
"HH1632","CHW008","Dagoretti",2023-05-19,2,FALSE,"REF1051",2023-05-19,NA,NA,"Yes","No"
"HH1633","CHW006","Kasarani",2023-09-02,4,FALSE,"REF1052",2023-09-02,2023-09-27,"FAC007","Yes","Yes"
"HH1634","CHW009","Ruaraka",2023-07-14,1,FALSE,"REF1053",2023-07-14,2023-08-08,"FAC013","Yes","Yes"
"HH1635","CHW003","Limuru",2023-12-26,3,FALSE,"REF1054",2023-12-26,2024-01-15,"FAC012","Yes","Yes"
"HH1636","CHW006","Embakasi",2023-06-25,1,FALSE,"REF1055",2023-06-25,2023-06-26,"FAC008","Yes","Yes"
"HH1637","CHW007","Ruaraka",2023-01-08,4,FALSE,NA,NA,NA,NA,"No","No"
"HH1638","CHW002","Ruaraka",2023-03-06,5,FALSE,"REF1056",2023-03-06,2023-03-27,"FAC008","Yes","Yes"
"HH1639","CHW005","Uthiru",2023-11-07,2,FALSE,"REF1057",2023-11-07,2023-11-25,"FAC007","Yes","Yes"
"HH1640","CHW008","Dagoretti",2023-04-23,5,FALSE,NA,NA,NA,NA,"No","No"
"HH1641","CHW009","Dagoretti",2023-12-01,5,FALSE,"REF1058",2023-12-01,NA,NA,"Yes","No"
"HH1642","CHW002","Ruaraka",2023-06-27,8,FALSE,"REF1059",2023-06-27,2023-07-02,"FAC017","Yes","Yes"
"HH1643","CHW004","Juja",2023-10-11,6,FALSE,"REF1060",2023-10-11,NA,NA,"Yes","No"
"HH1644","CHW001","Lang'ata",2023-12-24,8,FALSE,NA,NA,NA,NA,"No","No"
"HH1645","CHW001","Kasarani",2023-01-18,7,FALSE,"REF1061",2023-01-18,NA,NA,"Yes","No"
"HH1646","CHW001","Kasarani",2023-11-09,1,FALSE,NA,NA,NA,NA,"No","No"
"HH1647","CHW007","Ruaraka",2023-01-23,7,FALSE,"REF1062",2023-01-23,NA,NA,"Yes","No"
"HH1648","CHW001","Limuru",2023-06-06,6,TRUE,NA,NA,NA,NA,"No","No"
"HH1649","CHW001","Limuru",2023-06-22,5,FALSE,NA,NA,NA,NA,"No","No"
"HH1650","CHW010","Juja",2023-01-15,7,FALSE,NA,NA,NA,NA,"No","No"
"HH1651","CHW001","Lang'ata",2023-10-11,5,FALSE,NA,NA,NA,NA,"No","No"
"HH1652","CHW009","Dagoretti",2023-08-06,5,FALSE,"REF1063",2023-08-06,2023-08-30,"FAC008","Yes","Yes"
"HH1653","CHW003","Limuru",2023-05-24,5,FALSE,"REF1064",2023-05-24,2023-06-11,"FAC010","Yes","Yes"
"HH1654","CHW006","Kawangware",2023-07-22,5,TRUE,NA,NA,NA,NA,"No","No"
"HH1655","CHW006","Kasarani",2023-12-04,1,FALSE,"REF1065",2023-12-04,NA,NA,"Yes","No"
"HH1656","CHW006","Kasarani",2023-04-02,1,FALSE,"REF1066",2023-04-02,NA,NA,"Yes","No"
"HH1657","CHW006","Kasarani",2023-11-23,4,FALSE,"REF1067",2023-11-23,NA,NA,"Yes","No"
"HH1658","CHW002","Uthiru",2023-11-09,2,FALSE,"REF1068",2023-11-09,2023-12-05,"FAC009","Yes","Yes"
"HH1659","CHW005","Dagoretti",2023-03-07,3,FALSE,"REF1069",2023-03-07,NA,NA,"Yes","No"
"HH1660","CHW001","Lang'ata",2023-02-28,3,FALSE,"REF1070",2023-02-28,NA,NA,"Yes","No"
"HH1661","CHW010","Limuru",2023-01-22,4,FALSE,"REF1071",2023-01-22,NA,NA,"Yes","No"
"HH1662","CHW005","Dagoretti",2023-01-09,6,FALSE,"REF1072",2023-01-09,2023-01-17,"FAC012","Yes","Yes"
"HH1663","CHW002","Ruaraka",2023-09-17,2,FALSE,"REF1073",2023-09-17,2023-09-29,"FAC014","Yes","Yes"
"HH1664","CHW002","Uthiru",2023-05-25,6,TRUE,NA,NA,NA,NA,"No","No"
"HH1665","CHW010","Limuru",2023-06-21,6,FALSE,"REF1074",2023-06-21,NA,NA,"Yes","No"
"HH1666","CHW010","Juja",2023-03-24,5,FALSE,NA,NA,NA,NA,"No","No"
"HH1667","CHW010","Juja",2023-02-24,6,FALSE,"REF1075",2023-02-24,NA,NA,"Yes","No"
"HH1668","CHW009","Ruaraka",2023-12-31,4,FALSE,"REF1076",2023-12-31,NA,NA,"Yes","No"
"HH1669","CHW003","Limuru",2023-11-29,2,TRUE,NA,NA,NA,NA,"No","No"
"HH1670","CHW004","Juja",2023-10-03,1,FALSE,"REF1077",2023-10-03,NA,NA,"Yes","No"
"HH1671","CHW009","Dagoretti",2023-06-12,5,FALSE,NA,NA,NA,NA,"No","No"
"HH1672","CHW006","Embakasi",2023-07-05,6,FALSE,"REF1078",2023-07-05,2023-07-13,"FAC015","Yes","Yes"
"HH1673","CHW007","Ruaraka",2023-02-10,2,FALSE,NA,NA,NA,NA,"No","No"
"HH1674","CHW008","Dagoretti",2023-08-18,4,FALSE,"REF1079",2023-08-18,NA,NA,"Yes","No"
"HH1675","CHW003","Limuru",2023-07-28,3,FALSE,"REF1080",2023-07-28,NA,NA,"Yes","No"
"HH1676","CHW006","Kasarani",2023-03-02,7,TRUE,NA,NA,NA,NA,"No","No"
"HH1677","CHW009","Kasarani",2023-10-22,4,FALSE,NA,NA,NA,NA,"No","No"
"HH1678","CHW008","Dagoretti",2023-03-27,5,TRUE,NA,NA,NA,NA,"No","No"
"HH1679","CHW009","Ruaraka",2023-08-29,3,FALSE,NA,NA,NA,NA,"No","No"
"HH1680","CHW007","Ruaraka",2023-12-20,2,TRUE,NA,NA,NA,NA,"No","No"
"HH1681","CHW003","Limuru",2023-08-05,7,FALSE,"REF1081",2023-08-05,2023-08-15,"FAC004","Yes","Yes"
"HH1682","CHW006","Kasarani",2023-10-30,2,FALSE,NA,NA,NA,NA,"No","No"
"HH1683","CHW001","Lang'ata",2023-07-01,7,FALSE,"REF1082",2023-07-01,NA,NA,"Yes","No"
"HH1684","CHW007","Ruaraka",2023-09-02,3,FALSE,"REF1083",2023-09-02,NA,NA,"Yes","No"
"HH1685","CHW009","Kasarani",2023-03-19,6,FALSE,"REF1084",2023-03-19,NA,NA,"Yes","No"
"HH1686","CHW006","Kasarani",2023-04-01,5,FALSE,NA,NA,NA,NA,"No","No"
"HH1687","CHW002","Ruaraka",2023-06-02,1,FALSE,"REF1085",2023-06-02,NA,NA,"Yes","No"
"HH1688","CHW010","Dagoretti",2023-08-07,7,FALSE,"REF1086",2023-08-07,2023-08-12,"FAC002","Yes","Yes"
"HH1689","CHW004","Juja",2023-09-23,6,FALSE,"REF1087",2023-09-23,2023-09-27,"FAC010","Yes","Yes"
"HH1690","CHW005","Dagoretti",2023-08-13,3,FALSE,"REF1088",2023-08-13,NA,NA,"Yes","No"
"HH1691","CHW010","Juja",2023-04-29,3,FALSE,"REF1089",2023-04-29,NA,NA,"Yes","No"
"HH1692","CHW009","Kasarani",2023-01-15,1,FALSE,NA,NA,NA,NA,"No","No"
"HH1693","CHW009","Ruaraka",2023-04-10,1,TRUE,NA,NA,NA,NA,"No","No"
"HH1694","CHW006","Embakasi",2023-05-25,7,FALSE,"REF1090",2023-05-25,NA,NA,"Yes","No"
"HH1695","CHW008","Dagoretti",2023-02-26,2,FALSE,"REF1091",2023-02-26,NA,NA,"Yes","No"
"HH1696","CHW005","Uthiru",2023-03-12,2,FALSE,NA,NA,NA,NA,"No","No"
"HH1697","CHW002","Ruaraka",2023-02-08,6,FALSE,"REF1092",2023-02-08,NA,NA,"Yes","No"
"HH1698","CHW009","Ruaraka",2023-02-07,6,FALSE,NA,NA,NA,NA,"No","No"
"HH1699","CHW001","Kasarani",2023-02-21,6,FALSE,"REF1093",2023-02-21,NA,NA,"Yes","No"
"HH1700","CHW001","Limuru",2023-11-18,3,TRUE,NA,NA,NA,NA,"No","No"
"HH1701","CHW010","Limuru",2023-04-23,5,FALSE,"REF1094",2023-04-23,NA,NA,"Yes","No"
"HH1702","CHW003","Limuru",2023-05-25,2,TRUE,NA,NA,NA,NA,"No","No"
"HH1703","CHW009","Ruaraka",2023-04-20,2,TRUE,NA,NA,NA,NA,"No","No"
"HH1704","CHW008","Dagoretti",2023-12-30,7,TRUE,NA,NA,NA,NA,"No","No"
"HH1705","CHW005","Lang'ata",2023-07-14,4,FALSE,"REF1095",2023-07-14,NA,NA,"Yes","No"
"HH1706","CHW003","Limuru",2023-04-29,8,FALSE,"REF1096",2023-04-29,NA,NA,"Yes","No"
"HH1707","CHW010","Limuru",2023-10-06,2,FALSE,"REF1097",2023-10-06,NA,NA,"Yes","No"
"HH1708","CHW005","Dagoretti",2023-08-17,7,FALSE,"REF1098",2023-08-17,NA,NA,"Yes","No"
"HH1709","CHW006","Kawangware",2023-02-28,7,FALSE,"REF1099",2023-02-28,NA,NA,"Yes","No"
"HH1710","CHW008","Dagoretti",2023-11-04,4,FALSE,"REF1100",2023-11-04,2023-11-11,"FAC014","Yes","Yes"
"HH1711","CHW001","Limuru",2023-06-15,6,FALSE,"REF1101",2023-06-15,NA,NA,"Yes","No"
"HH1712","CHW007","Ruaraka",2023-05-14,5,FALSE,"REF1102",2023-05-14,2023-06-04,"FAC002","Yes","Yes"
"HH1713","CHW005","Dagoretti",2023-07-29,3,FALSE,"REF1103",2023-07-29,NA,NA,"Yes","No"
"HH1714","CHW002","Uthiru",2023-03-08,1,FALSE,NA,NA,NA,NA,"No","No"
"HH1715","CHW001","Kasarani",2023-02-16,6,FALSE,NA,NA,NA,NA,"No","No"
"HH1716","CHW009","Kasarani",2023-12-02,4,TRUE,NA,NA,NA,NA,"No","No"
"HH1717","CHW006","Kawangware",2023-04-12,7,FALSE,NA,NA,NA,NA,"No","No"
"HH1718","CHW004","Juja",2023-03-24,6,FALSE,"REF1104",2023-03-24,NA,NA,"Yes","No"
"HH1719","CHW004","Juja",2023-01-19,2,FALSE,"REF1105",2023-01-19,NA,NA,"Yes","No"
"HH1720","CHW001","Lang'ata",2023-05-25,4,FALSE,"REF1106",2023-05-25,NA,NA,"Yes","No"
"HH1721","CHW001","Kasarani",2023-03-05,7,FALSE,"REF1107",2023-03-05,2023-03-29,"FAC009","Yes","Yes"
"HH1722","CHW002","Ruaraka",2023-02-07,7,FALSE,"REF1108",2023-02-07,NA,NA,"Yes","No"
"HH1723","CHW009","Ruaraka",2023-03-19,7,TRUE,NA,NA,NA,NA,"No","No"
"HH1724","CHW004","Juja",2023-06-15,1,FALSE,"REF1109",2023-06-15,NA,NA,"Yes","No"
"HH1725","CHW002","Uthiru",2023-12-02,7,FALSE,"REF1110",2023-12-02,2023-12-16,"FAC018","Yes","Yes"
"HH1726","CHW005","Dagoretti",2023-05-26,4,FALSE,"REF1111",2023-05-26,NA,NA,"Yes","No"
"HH1727","CHW007","Ruaraka",2023-10-07,8,FALSE,"REF1112",2023-10-07,NA,NA,"Yes","No"
"HH1728","CHW007","Ruaraka",2023-08-17,2,FALSE,"REF1113",2023-08-17,2023-09-12,"FAC003","Yes","Yes"
"HH1729","CHW002","Ruaraka",2023-04-17,8,FALSE,"REF1114",2023-04-17,2023-04-30,"FAC020","Yes","Yes"
"HH1730","CHW008","Dagoretti",2023-01-31,5,FALSE,"REF1115",2023-01-31,NA,NA,"Yes","No"
"HH1731","CHW003","Limuru",2023-06-14,7,FALSE,NA,NA,NA,NA,"No","No"
"HH1732","CHW005","Lang'ata",2023-04-18,8,FALSE,"REF1116",2023-04-18,2023-05-09,"FAC008","Yes","Yes"
"HH1733","CHW006","Kasarani",2023-12-29,2,FALSE,NA,NA,NA,NA,"No","No"
"HH1734","CHW007","Ruaraka",2023-07-12,1,TRUE,NA,NA,NA,NA,"No","No"
"HH1735","CHW003","Limuru",2023-03-27,2,TRUE,NA,NA,NA,NA,"No","No"
"HH1736","CHW001","Kasarani",2023-09-11,8,TRUE,NA,NA,NA,NA,"No","No"
"HH1737","CHW003","Limuru",2023-07-24,2,TRUE,NA,NA,NA,NA,"No","No"
"HH1738","CHW007","Ruaraka",2023-12-13,6,FALSE,"REF1117",2023-12-13,2024-01-03,"FAC006","Yes","Yes"
"HH1739","CHW003","Limuru",2023-09-25,6,FALSE,"REF1118",2023-09-25,2023-10-10,"FAC007","Yes","Yes"
"HH1740","CHW006","Kawangware",2023-03-11,8,TRUE,NA,NA,NA,NA,"No","No"
"HH1741","CHW001","Kasarani",2023-08-02,8,TRUE,NA,NA,NA,NA,"No","No"
"HH1742","CHW002","Ruaraka",2023-06-09,4,FALSE,"REF1119",2023-06-09,NA,NA,"Yes","No"
"HH1743","CHW006","Embakasi",2023-02-01,3,FALSE,"REF1120",2023-02-01,NA,NA,"Yes","No"
"HH1744","CHW004","Juja",2023-11-18,4,TRUE,NA,NA,NA,NA,"No","No"
"HH1745","CHW005","Dagoretti",2023-08-07,5,FALSE,"REF1121",2023-08-07,NA,NA,"Yes","No"
"HH1746","CHW005","Lang'ata",2023-10-05,4,FALSE,"REF1122",2023-10-05,2023-10-29,"FAC007","Yes","Yes"
"HH1747","CHW005","Uthiru",2023-05-15,3,FALSE,"REF1123",2023-05-15,NA,NA,"Yes","No"
"HH1748","CHW007","Ruaraka",2023-10-22,5,FALSE,NA,NA,NA,NA,"No","No"
"HH1749","CHW010","Dagoretti",2023-08-31,1,FALSE,"REF1124",2023-08-31,NA,NA,"Yes","No"
"HH1750","CHW002","Ruaraka",2023-03-15,1,TRUE,NA,NA,NA,NA,"No","No"
"HH1751","CHW006","Embakasi",2023-01-27,8,TRUE,NA,NA,NA,NA,"No","No"
"HH1752","CHW007","Ruaraka",2023-06-17,2,FALSE,"REF1125",2023-06-17,2023-07-12,"FAC013","Yes","Yes"
"HH1753","CHW008","Dagoretti",2023-06-09,6,FALSE,"REF1126",2023-06-09,NA,NA,"Yes","No"
"HH1754","CHW004","Juja",2023-11-21,3,FALSE,NA,NA,NA,NA,"No","No"
"HH1755","CHW009","Dagoretti",2023-09-08,5,FALSE,"REF1127",2023-09-08,NA,NA,"Yes","No"
"HH1756","CHW007","Ruaraka",2023-04-02,6,TRUE,NA,NA,NA,NA,"No","No"
"HH1757","CHW008","Dagoretti",2023-08-06,4,FALSE,"REF1128",2023-08-06,2023-08-30,"FAC001","Yes","Yes"
"HH1758","CHW004","Juja",2023-07-04,1,FALSE,"REF1129",2023-07-04,2023-08-03,"FAC012","Yes","Yes"
"HH1759","CHW005","Lang'ata",2023-01-07,1,FALSE,"REF1130",2023-01-07,NA,NA,"Yes","No"
"HH1760","CHW007","Ruaraka",2023-12-23,5,FALSE,"REF1131",2023-12-23,NA,NA,"Yes","No"
"HH1761","CHW001","Limuru",2023-08-30,8,FALSE,"REF1132",2023-08-30,NA,NA,"Yes","No"
"HH1762","CHW009","Kasarani",2023-01-20,3,FALSE,"REF1133",2023-01-20,2023-02-17,"FAC005","Yes","Yes"
"HH1763","CHW002","Uthiru",2023-03-03,1,TRUE,NA,NA,NA,NA,"No","No"
"HH1764","CHW006","Embakasi",2023-10-06,4,FALSE,"REF1134",2023-10-06,NA,NA,"Yes","No"
"HH1765","CHW006","Kawangware",2023-06-12,3,FALSE,NA,NA,NA,NA,"No","No"
"HH1766","CHW010","Dagoretti",2023-07-07,7,FALSE,"REF1135",2023-07-07,NA,NA,"Yes","No"
"HH1767","CHW001","Lang'ata",2023-04-09,3,FALSE,"REF1136",2023-04-09,2023-04-24,"FAC002","Yes","Yes"
"HH1768","CHW005","Lang'ata",2023-04-12,7,FALSE,"REF1137",2023-04-12,NA,NA,"Yes","No"
"HH1769","CHW001","Kasarani",2023-05-21,2,FALSE,"REF1138",2023-05-21,NA,NA,"Yes","No"
"HH1770","CHW002","Uthiru",2023-02-15,2,TRUE,NA,NA,NA,NA,"No","No"
"HH1771","CHW003","Limuru",2023-04-06,1,FALSE,"REF1139",2023-04-06,NA,NA,"Yes","No"
"HH1772","CHW004","Juja",2023-08-24,4,TRUE,NA,NA,NA,NA,"No","No"
"HH1773","CHW005","Lang'ata",2023-11-25,4,FALSE,"REF1140",2023-11-25,NA,NA,"Yes","No"
"HH1774","CHW005","Uthiru",2023-07-14,3,FALSE,"REF1141",2023-07-14,NA,NA,"Yes","No"
"HH1775","CHW007","Ruaraka",2023-04-07,4,FALSE,"REF1142",2023-04-07,2023-04-30,"FAC015","Yes","Yes"
"HH1776","CHW005","Uthiru",2023-09-08,6,FALSE,"REF1143",2023-09-08,NA,NA,"Yes","No"
"HH1777","CHW008","Dagoretti",2023-01-19,7,FALSE,"REF1144",2023-01-19,NA,NA,"Yes","No"
"HH1778","CHW007","Ruaraka",2023-11-27,5,FALSE,"REF1145",2023-11-27,NA,NA,"Yes","No"
"HH1779","CHW009","Ruaraka",2023-05-18,4,TRUE,NA,NA,NA,NA,"No","No"
"HH1780","CHW005","Uthiru",2023-08-28,2,FALSE,"REF1146",2023-08-28,NA,NA,"Yes","No"
"HH1781","CHW008","Dagoretti",2023-08-28,6,FALSE,"REF1147",2023-08-28,NA,NA,"Yes","No"
"HH1782","CHW001","Kasarani",2023-12-26,6,TRUE,NA,NA,NA,NA,"No","No"
"HH1783","CHW001","Lang'ata",2023-08-04,6,FALSE,"REF1148",2023-08-04,2023-09-03,"FAC012","Yes","Yes"
"HH1784","CHW005","Uthiru",2023-08-28,1,FALSE,"REF1149",2023-08-28,NA,NA,"Yes","No"
"HH1785","CHW010","Dagoretti",2023-12-22,7,FALSE,"REF1150",2023-12-22,2024-01-15,"FAC012","Yes","Yes"
"HH1786","CHW010","Limuru",2023-09-05,5,FALSE,"REF1151",2023-09-05,NA,NA,"Yes","No"
"HH1787","CHW004","Juja",2023-08-04,5,FALSE,NA,NA,NA,NA,"No","No"
"HH1788","CHW007","Ruaraka",2023-03-25,5,FALSE,NA,NA,NA,NA,"No","No"
"HH1789","CHW009","Kasarani",2023-10-18,3,FALSE,"REF1152",2023-10-18,NA,NA,"Yes","No"
"HH1790","CHW001","Lang'ata",2023-06-08,3,FALSE,NA,NA,NA,NA,"No","No"
"HH1791","CHW008","Dagoretti",2023-03-26,3,FALSE,"REF1153",2023-03-26,2023-04-05,"FAC003","Yes","Yes"
"HH1792","CHW003","Limuru",2023-04-15,4,FALSE,"REF1154",2023-04-15,NA,NA,"Yes","No"
"HH1793","CHW006","Embakasi",2023-09-02,2,TRUE,NA,NA,NA,NA,"No","No"
"HH1794","CHW008","Dagoretti",2023-12-24,8,FALSE,"REF1155",2023-12-24,NA,NA,"Yes","No"
"HH1795","CHW004","Juja",2023-07-18,3,TRUE,NA,NA,NA,NA,"No","No"
"HH1796","CHW007","Ruaraka",2023-05-25,7,FALSE,"REF1156",2023-05-25,NA,NA,"Yes","No"
"HH1797","CHW006","Kasarani",2023-12-09,1,FALSE,"REF1157",2023-12-09,NA,NA,"Yes","No"
"HH1798","CHW004","Juja",2023-07-05,1,FALSE,"REF1158",2023-07-05,NA,NA,"Yes","No"
"HH1799","CHW002","Ruaraka",2023-03-12,1,FALSE,"REF1159",2023-03-12,NA,NA,"Yes","No"
"HH1800","CHW006","Kasarani",2023-12-01,3,TRUE,NA,NA,NA,NA,"No","No"
"HH1801","CHW005","Dagoretti",2023-07-18,8,FALSE,"REF1160",2023-07-18,NA,NA,"Yes","No"
"HH1802","CHW007","Ruaraka",2023-03-25,2,FALSE,"REF1161",2023-03-25,2023-04-16,"FAC004","Yes","Yes"
"HH1803","CHW007","Ruaraka",2023-03-24,7,FALSE,"REF1162",2023-03-24,2023-04-14,"FAC013","Yes","Yes"
"HH1804","CHW007","Ruaraka",2023-06-05,2,FALSE,"REF1163",2023-06-05,NA,NA,"Yes","No"
"HH1805","CHW008","Dagoretti",2023-08-31,6,FALSE,"REF1164",2023-08-31,2023-09-14,"FAC018","Yes","Yes"
"HH1806","CHW007","Ruaraka",2023-03-18,5,TRUE,NA,NA,NA,NA,"No","No"
"HH1807","CHW004","Juja",2023-08-11,5,TRUE,NA,NA,NA,NA,"No","No"
"HH1808","CHW001","Lang'ata",2023-09-08,1,FALSE,NA,NA,NA,NA,"No","No"
"HH1809","CHW006","Kasarani",2023-08-06,5,FALSE,"REF1165",2023-08-06,2023-08-15,"FAC006","Yes","Yes"
"HH1810","CHW005","Dagoretti",2023-08-02,6,TRUE,NA,NA,NA,NA,"No","No"
"HH1811","CHW005","Lang'ata",2023-01-19,6,FALSE,"REF1166",2023-01-19,NA,NA,"Yes","No"
"HH1812","CHW007","Ruaraka",2023-03-31,2,TRUE,NA,NA,NA,NA,"No","No"
"HH1813","CHW003","Limuru",2023-11-21,5,FALSE,"REF1167",2023-11-21,NA,NA,"Yes","No"
"HH1814","CHW010","Juja",2023-09-26,1,FALSE,"REF1168",2023-09-26,2023-10-01,"FAC020","Yes","Yes"
"HH1815","CHW002","Uthiru",2023-09-20,2,FALSE,"REF1169",2023-09-20,NA,NA,"Yes","No"
