household_id,chw_id,region,visit_date,family_size,has_itn
HH1034,CHW009,Dagoreti,2023-09-01,5,False
HH1035,CHW003,Limuru,2023-09-01,5,False
HH1036,CHW010,Juja,2023-12-06,1,False
HH1037,CHW004,Juja,2023-10-10,6,False
HH1038,CHW002,Ruaraka,2023-08-15,7,False
HH1039,CHW005,Dagoreti,2023-02-16,4,False
HH1040,CHW003,Limuru,2023-11-20,7,False
HH1041,CHW008,Dagoreti,2023-06-20,2,False
HH1042,CHW005,Lang'ata,2023-02-03,6,False
HH1043,CHW008,Dagoreti,2023-01-02,5,False
HH1044,CHW009,Ruaraka,2023-11-29,7,False
HH1045,CHW005,Uthiru,2023-12-18,6,False
HH1046,CHW003,Limuru,2023-07-13,4,False
HH1047,CHW004,Juja,2023-08-25,3,True
HH1048,CHW001,Kasarani,2023-11-13,5,False
HH1049,CHW003,Limuru,2023-01-08,7,False
HH1050,CHW008,Dagoreti,2023-04-25,4,False
HH1051,CHW005,Dagoreti,2023-09-11,7,False
HH1052,CHW010,Juja,2023-05-25,4,False
HH1053,CHW003,Limuru,2023-05-29,4,False
HH1054,CHW006,Kawangware,2023-12-17,2,False
HH1055,CHW004,Juja,2023-12-29,5,False
HH1056,CHW001,Kasarani,2023-05-01,6,False
HH1057,CHW010,Dagoreti,2023-01-24,7,True
HH1058,CHW005,Dagoreti,2023-12-10,1,False
HH1059,CHW006,Kasarani,2023-03-09,7,True
HH1060,CHW003,Limuru,2023-03-01,3,False
HH1061,CHW005,Lang'ata,2023-07-04,5,False
HH1062,CHW005,Lang'ata,2023-05-16,7,False
HH1063,CHW006,Kawangware,2023-09-09,3,False
HH1064,CHW008,Dagoreti,2023-04-07,4,True
HH1065,CHW003,Limuru,2023-08-29,8,False
HH1066,CHW008,Dagoreti,2023-08-15,8,False
HH1067,CHW002,Uthiru,2023-02-17,5,False
HH1068,CHW010,Dagoreti,2023-10-27,1,False
HH1069,CHW007,Ruaraka,2023-05-07,2,False
HH1070,CHW001,Kasarani,2023-12-15,2,False
HH1071,CHW002,Uthiru,2023-03-20,8,True
HH1072,CHW008,Dagoreti,2023-11-18,1,False
HH1073,CHW006,Kawangware,2023-10-19,1,True
HH1074,CHW005,Dagoreti,2023-01-29,7,False
HH1075,CHW002,Ruaraka,2023-04-17,7,True
HH1076,CHW005,Lang'ata,2023-12-01,5,True
HH1077,CHW008,Dagoreti,2023-06-08,3,False
HH1078,CHW004,Juja,2023-08-17,8,False
HH1079,CHW002,Uthiru,2023-07-08,7,False
HH1080,CHW008,Dagoreti,2023-11-28,3,False
HH1081,CHW009,Ruaraka,2023-11-28,5,False
HH1082,CHW005,Uthiru,2023-03-07,5,False
HH1083,CHW009,Dagoreti,2023-06-01,2,False
HH1084,CHW009,Kasarani,2023-09-19,2,False
HH1085,CHW005,Dagoreti,2023-05-11,1,False
HH1086,CHW003,Limuru,2023-07-21,7,True
HH1087,CHW005,Dagoreti,2023-10-28,8,False
HH1088,CHW004,Juja,2023-02-10,5,False
HH1089,CHW002,Uthiru,2023-10-01,7,True
HH1090,CHW002,Ruaraka,2023-03-29,8,False
HH1091,CHW010,Dagoreti,2023-09-07,6,False
HH1092,CHW007,Ruaraka,2023-02-14,1,True
HH1093,CHW004,Juja,2023-01-09,4,False
HH1094,CHW004,Juja,2023-11-29,4,True
HH1095,CHW007,Ruaraka,2023-02-14,8,False
HH1096,CHW002,Ruaraka,2023-03-20,8,False
HH1097,CHW008,Dagoreti,2023-08-19,4,False
HH1098,CHW007,Ruaraka,2023-06-20,7,True
HH1099,CHW007,Ruaraka,2023-10-24,5,False
HH1100,CHW010,Dagoreti,2023-09-07,1,False
HH1101,CHW006,Kawangware,2023-02-02,7,False
HH1102,CHW002,Uthiru,2023-11-15,6,False
HH1103,CHW003,Limuru,2023-04-09,8,False
HH1104,CHW010,Dagoreti,2023-12-03,5,False
HH1105,CHW008,Dagoreti,2023-11-15,2,False
HH1106,CHW010,Limuru,2023-02-21,8,False
HH1107,CHW006,Kasarani,2023-07-02,3,False
HH1108,CHW009,Kasarani,2023-02-02,2,False
HH1109,CHW005,Dagoreti,2023-07-01,5,False
HH1110,CHW009,Ruaraka,2023-12-09,1,True
HH1111,CHW008,Dagoreti,2023-02-26,2,False
HH1112,CHW001,Limuru,2023-02-23,2,True
HH1113,CHW004,Juja,2023-03-22,8,False
HH1114,CHW002,Ruaraka,2023-11-28,3,False
HH1115,CHW004,Juja,2023-06-24,3,False
HH1116,CHW006,Kawangware,2023-12-07,7,False
HH1117,CHW007,Ruaraka,2023-09-22,6,False
HH1118,CHW008,Dagoreti,2023-01-06,2,False
HH1119,CHW007,Ruaraka,2023-07-21,3,False
HH1120,CHW001,Limuru,2023-12-05,5,False
HH1121,CHW009,Dagoreti,2023-06-10,1,False
HH1122,CHW009,Ruaraka,2023-03-17,8,False
HH1123,CHW010,Dagoreti,2023-11-30,6,False
HH1124,CHW007,Ruaraka,2023-06-04,6,True
HH1125,CHW007,Ruaraka,2023-09-24,5,False
HH1126,CHW005,Lang'ata,2023-06-24,3,False
HH1127,CHW009,Ruaraka,2023-05-13,5,False
HH1128,CHW002,Ruaraka,2023-07-10,6,False
HH1129,CHW002,Uthiru,2023-06-02,1,False
HH1130,CHW010,Dagoreti,2023-11-18,4,False
HH1131,CHW003,Limuru,2023-09-24,2,False
HH1132,CHW006,Kasarani,2023-02-20,7,True
HH1133,CHW007,Ruaraka,2023-02-17,3,True
HH1134,CHW008,Dagoreti,2023-08-17,7,True
HH1135,CHW010,Dagoreti,2023-09-23,5,False
HH1136,CHW008,Dagoreti,2023-08-02,3,False
HH1137,CHW008,Dagoreti,2023-12-27,2,False
HH1138,CHW001,Limuru,2023-03-22,6,False
HH1139,CHW002,Uthiru,2023-02-26,5,True
HH1140,CHW001,Limuru,2023-03-20,5,True
HH1141,CHW006,Kasarani,2023-05-31,3,False
HH1142,CHW001,Kasarani,2023-05-26,8,False
HH1143,CHW002,Ruaraka,2023-08-02,5,False
HH1144,CHW007,Ruaraka,2023-11-07,3,True
HH1145,CHW009,Ruaraka,2023-08-24,8,False
HH1146,CHW002,Uthiru,2023-07-18,7,False
HH1147,CHW005,Lang'ata,2023-02-15,1,False
HH1148,CHW005,Lang'ata,2023-11-27,2,True
HH1149,CHW004,Juja,2023-10-19,8,False
HH1150,CHW003,Limuru,2023-05-21,4,False
HH1151,CHW010,Limuru,2023-02-13,6,False
HH1152,CHW006,Kasarani,2023-04-03,6,False
HH1153,CHW003,Limuru,2023-03-15,2,True
HH1154,CHW003,Limuru,2023-07-28,1,False
HH1155,CHW005,Dagoreti,2023-02-20,7,False
HH1156,CHW005,Dagoreti,2023-03-03,4,True
HH1157,CHW010,Dagoreti,2023-05-02,7,False
HH1158,CHW005,Uthiru,2023-06-12,7,False
HH1159,CHW001,Kasarani,2023-10-11,2,False
HH1160,CHW003,Limuru,2023-10-18,2,False
HH1161,CHW009,Kasarani,2023-03-14,3,False
HH1162,CHW007,Ruaraka,2023-01-22,8,True
HH1163,CHW010,Limuru,2023-12-01,1,False
HH1164,CHW005,Lang'ata,2023-05-09,7,False
HH1165,CHW004,Juja,2023-01-24,2,True
HH1166,CHW005,Uthiru,2023-07-22,3,False
HH1167,CHW007,Ruaraka,2023-11-09,6,False
HH1168,CHW006,Kawangware,2023-05-14,8,False
HH1169,CHW006,Kasarani,2023-04-18,6,False
HH1170,CHW001,Limuru,2023-09-01,1,True
HH1171,CHW003,Limuru,2023-10-12,8,False
HH1172,CHW002,Ruaraka,2023-12-10,2,False
HH1173,CHW010,Limuru,2023-07-18,1,True
HH1174,CHW002,Uthiru,2023-07-09,8,False
HH1175,CHW005,Lang'ata,2023-12-30,2,False
HH1176,CHW005,Lang'ata,2023-04-24,8,False
HH1177,CHW001,Kasarani,2023-09-10,4,False
HH1178,CHW007,Ruaraka,2023-05-23,8,False
HH1179,CHW010,Dagoreti,2023-03-31,3,True
HH1180,CHW002,Ruaraka,2023-05-13,4,False
HH1181,CHW005,Uthiru,2023-12-14,5,True
HH1182,CHW009,Dagoreti,2023-01-02,1,False
HH1183,CHW006,Kasarani,2023-07-28,8,False
HH1184,CHW001,Limuru,2023-04-25,7,True
HH1185,CHW009,Dagoreti,2023-06-11,4,True
HH1186,CHW006,Embakasi,2023-10-20,4,False
HH1187,CHW007,Ruaraka,2023-05-08,6,True
HH1188,CHW005,Uthiru,2023-11-17,1,False
HH1189,CHW010,Dagoreti,2023-06-21,4,False
HH1190,CHW006,Kawangware,2023-05-02,8,False
HH1191,CHW010,Juja,2023-02-13,1,False
HH1192,CHW002,Ruaraka,2023-02-01,8,False
HH1193,CHW007,Ruaraka,2023-02-22,1,False
HH1194,CHW007,Ruaraka,2023-11-03,1,False
HH1195,CHW007,Ruaraka,2023-06-23,1,False
HH1196,CHW002,Ruaraka,2023-11-01,4,False
HH1197,CHW003,Limuru,2023-07-01,8,False
HH1198,CHW003,Limuru,2023-10-27,6,False
HH1199,CHW003,Limuru,2023-08-29,6,False
HH1200,CHW009,Ruaraka,2023-12-03,1,False
HH1201,CHW009,Kasarani,2023-08-05,4,False
HH1202,CHW004,Juja,2023-12-22,8,False
HH1203,CHW006,Kawangware,2023-06-03,3,False
HH1204,CHW001,Kasarani,2023-04-23,4,False
HH1205,CHW004,Juja,2023-09-04,6,False
HH1206,CHW007,Ruaraka,2023-07-24,1,True
HH1207,CHW006,Embakasi,2023-02-07,2,False
HH1208,CHW010,Limuru,2023-01-23,4,False
HH1209,CHW003,Limuru,2023-10-11,4,False
HH1210,CHW002,Ruaraka,2023-12-13,2,True
HH1211,CHW006,Embakasi,2023-06-06,6,False
HH1212,CHW003,Limuru,2023-12-31,3,True
HH1213,CHW003,Limuru,2023-04-09,6,False
HH1214,CHW004,Juja,2023-11-12,5,False
HH1215,CHW003,Limuru,2023-04-18,8,False
HH1216,CHW003,Limuru,2023-11-27,6,False
HH1217,CHW006,Kawangware,2023-07-11,8,False
HH1218,CHW005,Lang'ata,2023-07-25,1,False
HH1219,CHW008,Dagoreti,2023-07-22,7,False
HH1220,CHW010,Juja,2023-07-11,2,False
HH1221,CHW006,Embakasi,2023-10-26,6,True
HH1222,CHW007,Ruaraka,2023-08-28,6,False
HH1223,CHW006,Kasarani,2023-07-15,8,True
HH1224,CHW004,Juja,2023-11-27,2,True
HH1225,CHW005,Lang'ata,2023-09-20,2,False
HH1226,CHW002,Ruaraka,2023-02-06,4,False
HH1227,CHW005,Dagoreti,2023-12-16,4,False
HH1228,CHW009,Dagoreti,2023-01-05,5,False
HH1229,CHW007,Ruaraka,2023-10-24,1,False
HH1230,CHW003,Limuru,2023-04-27,4,False
HH1231,CHW009,Dagoreti,2023-08-25,2,False
HH1232,CHW004,Juja,2023-08-19,1,False
HH1233,CHW003,Limuru,2023-01-05,6,False
HH1234,CHW007,Ruaraka,2023-06-16,1,False
HH1235,CHW003,Limuru,2023-10-18,7,False
HH1236,CHW004,Juja,2023-02-02,4,False
HH1237,CHW002,Ruaraka,2023-02-23,3,False
HH1238,CHW008,Dagoreti,2023-04-06,7,True
HH1239,CHW005,Uthiru,2023-04-30,2,False
HH1240,CHW006,Kasarani,2023-07-20,2,True
HH1241,CHW003,Limuru,2023-09-02,7,False
HH1242,CHW004,Juja,2023-04-16,8,False
HH1243,CHW005,Lang'ata,2023-04-14,8,False
HH1244,CHW002,Uthiru,2023-11-06,6,False
HH1245,CHW008,Dagoreti,2023-08-25,2,False
HH1246,CHW008,Dagoreti,2023-12-25,5,False
HH1247,CHW003,Limuru,2023-05-08,7,True
HH1248,CHW008,Dagoreti,2023-12-04,2,True
HH1249,CHW007,Ruaraka,2023-05-03,3,False
HH1250,CHW005,Lang'ata,2023-02-04,4,False
HH1251,CHW007,Ruaraka,2023-07-08,2,True
HH1252,CHW009,Dagoreti,2023-07-29,5,False
HH1253,CHW008,Dagoreti,2023-06-25,4,False
HH1254,CHW006,Kawangware,2023-08-26,2,False
HH1255,CHW008,Dagoreti,2023-08-30,3,False
HH1256,CHW005,Uthiru,2023-10-01,3,False
HH1257,CHW005,Uthiru,2023-08-14,4,False
HH1258,CHW009,Kasarani,2023-08-15,2,False
HH1259,CHW001,Lang'ata,2023-07-13,4,False
HH1260,CHW007,Ruaraka,2023-01-08,4,False
HH1261,CHW003,Limuru,2023-01-23,2,False
HH1262,CHW006,Kawangware,2023-11-17,4,True
HH1263,CHW009,Dagoreti,2023-08-08,4,True
HH1264,CHW002,Uthiru,2023-06-15,7,True
HH1265,CHW006,Embakasi,2023-07-19,4,False
HH1266,CHW010,Limuru,2023-01-23,4,True
HH1267,CHW007,Ruaraka,2023-11-03,2,False
HH1268,CHW010,Juja,2023-05-09,6,False
HH1269,CHW007,Ruaraka,2023-06-20,6,True
HH1270,CHW008,Dagoreti,2023-06-21,8,True
HH1271,CHW007,Ruaraka,2023-09-15,1,False
HH1272,CHW002,Uthiru,2023-05-02,4,False
HH1273,CHW005,Uthiru,2023-03-19,1,False
HH1274,CHW008,Dagoreti,2023-03-10,1,False
HH1275,CHW005,Uthiru,2023-04-28,6,False
HH1276,CHW004,Juja,2023-09-24,8,False
HH1277,CHW004,Juja,2023-11-21,4,False
HH1278,CHW004,Juja,2023-08-07,5,False
HH1279,CHW010,Juja,2023-06-05,8,False
HH1280,CHW004,Juja,2023-09-04,6,True
HH1281,CHW007,Ruaraka,2023-03-27,7,False
HH1282,CHW003,Limuru,2023-01-11,7,False
HH1283,CHW005,Lang'ata,2023-10-03,3,True
HH1284,CHW005,Dagoreti,2023-08-26,5,False
HH1285,CHW002,Uthiru,2023-03-11,4,False
HH1286,CHW006,Kasarani,2023-07-27,7,False
HH1287,CHW006,Kasarani,2023-09-08,2,False
HH1288,CHW007,Ruaraka,2023-04-10,5,False
HH1289,CHW006,Kawangware,2023-12-30,6,False
HH1290,CHW007,Ruaraka,2023-05-05,6,False
HH1291,CHW003,Limuru,2023-11-06,3,False
HH1292,CHW003,Limuru,2023-03-01,7,False
HH1293,CHW002,Ruaraka,2023-08-05,7,True
HH1294,CHW005,Lang'ata,2023-06-04,7,False
HH1295,CHW002,Ruaraka,2023-11-22,6,False
HH1296,CHW005,Lang'ata,2023-04-18,7,False
HH1297,CHW001,Lang'ata,2023-02-05,7,False
HH1298,CHW007,Ruaraka,2023-04-01,3,False
HH1299,CHW010,Juja,2023-04-06,3,False
HH1300,CHW004,Juja,2023-07-29,2,False
HH1301,CHW003,Limuru,2023-05-31,2,True
HH1302,CHW005,Uthiru,2023-06-25,4,True
HH1303,CHW008,Dagoreti,2023-12-11,1,False
HH1304,CHW001,Limuru,2023-10-26,1,False
HH1305,CHW001,Kasarani,2023-11-05,5,False
HH1306,CHW008,Dagoreti,2023-11-06,6,False
HH1307,CHW006,Kawangware,2023-07-24,1,False
HH1308,CHW006,Embakasi,2023-01-02,7,False
HH1309,CHW003,Limuru,2023-11-05,5,True
HH1310,CHW004,Juja,2023-08-20,8,False
HH1311,CHW001,Limuru,2023-06-14,6,True
HH1312,CHW001,Limuru,2023-06-16,4,False
HH1313,CHW010,Juja,2023-06-28,8,False
HH1314,CHW002,Uthiru,2023-05-31,3,False
HH1315,CHW010,Dagoreti,2023-09-16,8,True
HH1316,CHW002,Uthiru,2023-12-11,8,False
HH1317,CHW002,Uthiru,2023-12-06,4,False
HH1318,CHW002,Ruaraka,2023-08-11,1,False
HH1319,CHW007,Ruaraka,2023-04-23,8,False
HH1320,CHW002,Ruaraka,2023-10-01,8,False
HH1321,CHW004,Juja,2023-11-26,7,False
HH1322,CHW007,Ruaraka,2023-04-25,5,False
HH1323,CHW004,Juja,2023-10-21,6,False
HH1324,CHW010,Dagoreti,2023-01-01,4,False
HH1325,CHW007,Ruaraka,2023-07-06,3,False
HH1326,CHW004,Juja,2023-07-22,8,True
HH1327,CHW006,Embakasi,2023-06-01,8,False
HH1328,CHW001,Limuru,2023-06-13,2,False
HH1329,CHW010,Limuru,2023-11-20,8,False
HH1330,CHW001,Kasarani,2023-03-20,4,False
HH1331,CHW004,Juja,2023-04-02,7,False
HH1332,CHW003,Limuru,2023-10-08,7,False
HH1333,CHW007,Ruaraka,2023-02-06,5,False
HH1334,CHW009,Dagoreti,2023-02-19,1,True
HH1335,CHW005,Dagoreti,2023-12-02,3,True
HH1336,CHW008,Dagoreti,2023-05-30,4,False
HH1337,CHW001,Kasarani,2023-10-22,3,True
HH1338,CHW007,Ruaraka,2023-12-14,1,False
HH1339,CHW003,Limuru,2023-03-02,6,False
HH1340,CHW007,Ruaraka,2023-01-18,7,True
HH1341,CHW008,Dagoreti,2023-12-19,3,False
HH1342,CHW008,Dagoreti,2023-05-21,8,False
HH1343,CHW008,Dagoreti,2023-01-12,8,False
HH1344,CHW010,Juja,2023-07-16,7,False
HH1345,CHW009,Kasarani,2023-07-27,1,False
HH1346,CHW009,Dagoreti,2023-02-02,2,False
HH1347,CHW003,Limuru,2023-01-03,6,False
HH1348,CHW002,Uthiru,2023-01-18,2,True
HH1349,CHW009,Dagoreti,2023-07-06,3,False
HH1350,CHW001,Lang'ata,2023-06-03,5,True
HH1351,CHW009,Dagoreti,2023-03-13,6,False
HH1352,CHW006,Kawangware,2023-10-03,2,False
HH1353,CHW003,Limuru,2023-04-21,4,False
HH1354,CHW007,Ruaraka,2023-10-09,7,False
HH1355,CHW005,Lang'ata,2023-08-06,3,False
HH1356,CHW004,Juja,2023-10-16,3,False
HH1357,CHW007,Ruaraka,2023-11-06,5,False
HH1358,CHW002,Uthiru,2023-11-24,6,True
HH1359,CHW005,Uthiru,2023-04-26,2,False
HH1360,CHW007,Ruaraka,2023-03-05,5,True
HH1361,CHW010,Limuru,2023-02-18,5,False
HH1362,CHW001,Lang'ata,2023-06-12,7,False
HH1363,CHW009,Ruaraka,2023-11-01,7,False
HH1364,CHW003,Limuru,2023-03-15,5,False
HH1365,CHW006,Kawangware,2023-05-08,7,False
HH1366,CHW009,Dagoreti,2023-05-22,4,False
HH1367,CHW005,Dagoreti,2023-06-10,2,False
HH1368,CHW010,Juja,2023-02-13,8,False
HH1369,CHW001,Kasarani,2023-12-13,3,False
HH1370,CHW009,Ruaraka,2023-03-05,4,False
HH1371,CHW001,Limuru,2023-08-06,6,False
HH1372,CHW009,Ruaraka,2023-11-08,8,True
HH1373,CHW003,Limuru,2023-03-31,3,True
HH1374,CHW009,Dagoreti,2023-01-27,7,False
HH1375,CHW006,Kawangware,2023-05-08,2,False
HH1376,CHW005,Uthiru,2023-01-02,7,False
HH1377,CHW001,Kasarani,2023-11-13,1,False
HH1378,CHW006,Kasarani,2023-07-01,6,True
HH1379,CHW003,Limuru,2023-07-01,7,True
HH1380,CHW008,Dagoreti,2023-02-13,3,False
HH1381,CHW001,Lang'ata,2023-12-03,8,False
HH1382,CHW009,Dagoreti,2023-02-25,8,False
HH1383,CHW006,Kawangware,2023-04-12,5,True
HH1384,CHW001,Lang'ata,2023-07-22,6,False
HH1385,CHW003,Limuru,2023-09-03,5,False
HH1386,CHW008,Dagoreti,2023-06-16,7,False
HH1387,CHW007,Ruaraka,2023-02-26,1,False
HH1388,CHW001,Limuru,2023-06-25,1,False
HH1389,CHW007,Ruaraka,2023-11-13,3,True
HH1390,CHW004,Juja,2023-02-28,4,False
HH1391,CHW008,Dagoreti,2023-12-25,3,False
HH1392,CHW003,Limuru,2023-03-03,1,True
HH1393,CHW005,Uthiru,2023-03-16,4,False
HH1394,CHW005,Lang'ata,2023-11-21,4,False
HH1395,CHW009,Dagoreti,2023-11-26,2,True
HH1396,CHW005,Dagoreti,2023-05-24,7,False
HH1397,CHW003,Limuru,2023-01-01,6,True
HH1398,CHW004,Juja,2023-08-30,2,False
HH1399,CHW006,Kasarani,2023-02-27,1,True
HH1400,CHW009,Kasarani,2023-06-19,6,False
HH1401,CHW010,Limuru,2023-05-02,4,False
HH1402,CHW010,Juja,2023-01-22,4,False
HH1403,CHW002,Ruaraka,2023-10-07,5,False
HH1404,CHW004,Juja,2023-01-23,7,True
HH1405,CHW009,Ruaraka,2023-05-10,6,False
HH1406,CHW008,Dagoreti,2023-08-12,7,True
HH1407,CHW009,Ruaraka,2023-01-12,5,True
HH1408,CHW003,Limuru,2023-01-24,1,False
HH1409,CHW007,Ruaraka,2023-12-17,2,False
HH1410,CHW007,Ruaraka,2023-07-25,4,False
HH1411,CHW001,Limuru,2023-08-22,5,False
HH1412,CHW009,Kasarani,2023-03-29,4,False
HH1413,CHW005,Uthiru,2023-05-19,1,False
HH1414,CHW009,Kasarani,2023-01-01,6,False
HH1415,CHW009,Dagoreti,2023-03-10,5,False
HH1416,CHW006,Embakasi,2023-05-24,1,True
HH1417,CHW009,Ruaraka,2023-10-26,7,True
HH1418,CHW005,Lang'ata,2023-11-21,4,False
HH1419,CHW004,Juja,2023-05-18,7,False
HH1420,CHW006,Embakasi,2023-09-03,3,True
HH1421,CHW008,Dagoreti,2023-04-01,8,True
HH1422,CHW003,Limuru,2023-01-11,3,False
HH1423,CHW010,Juja,2023-02-05,7,True
HH1424,CHW004,Juja,2023-11-27,2,False
HH1425,CHW010,Juja,2023-07-13,2,False
HH1426,CHW001,Lang'ata,2023-05-08,5,False
HH1427,CHW001,Lang'ata,2023-02-24,6,False
HH1428,CHW002,Ruaraka,2023-03-13,8,False
HH1429,CHW005,Dagoreti,2023-09-03,1,True
HH1430,CHW009,Ruaraka,2023-05-17,2,False
HH1431,CHW002,Uthiru,2023-03-14,4,True
HH1432,CHW001,Lang'ata,2023-08-07,6,False
HH1433,CHW002,Uthiru,2023-03-28,4,False
HH1434,CHW006,Embakasi,2023-11-12,6,False
HH1435,CHW002,Ruaraka,2023-11-06,7,True
HH1436,CHW009,Dagoreti,2023-11-04,7,True
HH1437,CHW003,Limuru,2023-11-16,6,False
HH1438,CHW005,Dagoreti,2023-12-05,5,False
HH1439,CHW002,Ruaraka,2023-03-18,3,False
HH1440,CHW002,Ruaraka,2023-10-23,5,False
HH1441,CHW007,Ruaraka,2023-06-13,8,False
HH1442,CHW006,Embakasi,2023-12-01,7,False
HH1443,CHW009,Dagoreti,2023-09-30,4,False
HH1444,CHW007,Ruaraka,2023-12-26,6,True
HH1445,CHW001,Lang'ata,2023-01-09,8,False
HH1446,CHW002,Ruaraka,2023-06-28,3,False
HH1447,CHW007,Ruaraka,2023-04-18,1,False
HH1448,CHW007,Ruaraka,2023-12-23,6,False
HH1449,CHW008,Dagoreti,2023-01-16,3,True
HH1450,CHW002,Ruaraka,2023-02-09,7,True
HH1451,CHW003,Limuru,2023-08-29,5,False
HH1452,CHW008,Dagoreti,2023-05-27,1,True
HH1453,CHW001,Limuru,2023-03-30,1,False
HH1454,CHW008,Dagoreti,2023-10-20,4,False
HH1455,CHW007,Ruaraka,2023-04-19,1,False
HH1456,CHW010,Juja,2023-12-21,6,False
HH1457,CHW007,Ruaraka,2023-01-28,7,False
HH1458,CHW010,Limuru,2023-01-15,3,False
HH1459,CHW005,Uthiru,2023-10-10,1,False
HH1460,CHW001,Limuru,2023-09-05,6,True
HH1461,CHW002,Uthiru,2023-01-05,5,False
HH1462,CHW009,Kasarani,2023-06-11,6,False
HH1463,CHW002,Uthiru,2023-07-28,2,False
HH1464,CHW001,Limuru,2023-07-15,1,False
HH1465,CHW002,Ruaraka,2023-04-21,3,False
HH1466,CHW010,Dagoreti,2023-09-25,6,False
HH1467,CHW010,Limuru,2023-01-21,7,False
HH1468,CHW010,Juja,2023-03-20,8,False
HH1469,CHW009,Kasarani,2023-09-13,6,True
HH1470,CHW003,Limuru,2023-03-24,6,True
HH1471,CHW006,Embakasi,2023-02-06,8,True
HH1472,CHW005,Dagoreti,2023-05-12,8,False
HH1473,CHW008,Dagoreti,2023-07-06,7,False
HH1474,CHW003,Limuru,2023-07-07,6,False
HH1475,CHW009,Dagoreti,2023-05-15,1,False
HH1476,CHW004,Juja,2023-03-21,5,False
HH1477,CHW002,Ruaraka,2023-07-18,2,False
HH1478,CHW009,Dagoreti,2023-02-25,2,True
HH1479,CHW007,Ruaraka,2023-04-13,2,False
HH1480,CHW008,Dagoreti,2023-12-26,2,False
HH1481,CHW003,Limuru,2023-06-13,7,False
HH1482,CHW007,Ruaraka,2023-04-20,1,True
HH1483,CHW007,Ruaraka,2023-05-10,2,False
HH1484,CHW008,Dagoreti,2023-09-26,5,False
HH1485,CHW006,Kasarani,2023-03-26,7,True
HH1486,CHW008,Dagoreti,2023-10-02,3,False
HH1487,CHW007,Ruaraka,2023-12-21,1,False
HH1488,CHW004,Juja,2023-12-08,3,False
HH1489,CHW006,Embakasi,2023-03-19,3,False
HH1490,CHW005,Lang'ata,2023-01-02,3,False
HH1491,CHW010,Juja,2023-01-19,4,False
HH1492,CHW003,Limuru,2023-04-21,4,False
HH1493,CHW010,Juja,2023-07-09,1,False
HH1494,CHW008,Dagoreti,2023-07-31,6,False
HH1495,CHW007,Ruaraka,2023-02-28,8,False
HH1496,CHW009,Dagoreti,2023-07-15,7,False
HH1497,CHW002,Ruaraka,2023-02-23,1,True
HH1498,CHW010,Limuru,2023-02-23,2,False
HH1499,CHW001,Limuru,2023-05-29,4,False
HH1500,CHW007,Ruaraka,2023-04-11,2,False
HH1501,CHW008,Dagoreti,2023-11-27,7,False
HH1502,CHW005,Dagoreti,2023-12-04,7,False
HH1503,CHW001,Lang'ata,2023-01-14,6,True
HH1504,CHW009,Ruaraka,2023-11-04,3,False
HH1505,CHW007,Ruaraka,2023-10-12,4,False
HH1506,CHW007,Ruaraka,2023-11-22,3,False
HH1507,CHW004,Juja,2023-12-30,2,False
HH1508,CHW005,Lang'ata,2023-03-23,4,False
HH1509,CHW003,Limuru,2023-11-13,2,False
HH1510,CHW008,Dagoreti,2023-04-06,4,False
HH1511,CHW004,Juja,2023-05-14,5,False
HH1512,CHW002,Ruaraka,2023-08-24,2,False
HH1513,CHW002,Ruaraka,2023-09-11,4,False
HH1514,CHW001,Kasarani,2023-02-07,2,False
HH1515,CHW006,Kawangware,2023-08-19,3,False
HH1516,CHW010,Dagoreti,2023-11-07,2,False
HH1517,CHW006,Kasarani,2023-11-11,1,False
HH1518,CHW002,Ruaraka,2023-11-07,1,True
HH1519,CHW009,Ruaraka,2023-03-20,6,False
HH1520,CHW004,Juja,2023-12-21,5,False
HH1521,CHW009,Ruaraka,2023-05-31,8,False
HH1522,CHW004,Juja,2023-03-30,5,True
HH1523,CHW007,Ruaraka,2023-10-26,5,False
HH1524,CHW007,Ruaraka,2023-08-05,5,False
HH1525,CHW010,Juja,2023-11-07,4,False
HH1526,CHW008,Dagoreti,2023-01-18,5,False
HH1527,CHW006,Kasarani,2023-01-16,6,True
HH1528,CHW007,Ruaraka,2023-07-03,4,False
HH1529,CHW002,Ruaraka,2023-06-13,6,False
HH1530,CHW006,Embakasi,2023-10-15,5,True
HH1531,CHW010,Juja,2023-09-27,5,False
HH1532,CHW002,Uthiru,2023-12-16,6,False
HH1533,CHW004,Juja,2023-01-26,8,False
HH1534,CHW008,Dagoreti,2023-11-04,7,False
HH1535,CHW001,Kasarani,2023-05-26,7,True
HH1536,CHW001,Limuru,2023-09-28,1,True
HH1537,CHW002,Uthiru,2023-02-18,7,False
HH1538,CHW007,Ruaraka,2023-10-12,8,False
HH1539,CHW008,Dagoreti,2023-07-11,2,False
HH1540,CHW002,Uthiru,2023-12-19,4,False
HH1541,CHW009,Kasarani,2023-12-19,5,False
HH1542,CHW001,Lang'ata,2023-01-25,2,False
HH1543,CHW007,Ruaraka,2023-12-24,3,True
HH1544,CHW010,Limuru,2023-03-03,3,True
HH1545,CHW010,Limuru,2023-11-23,2,False
HH1546,CHW005,Dagoreti,2023-09-05,5,False
HH1547,CHW006,Kawangware,2023-05-05,4,False
HH1548,CHW004,Juja,2023-12-10,7,False
